lon,lat,value
88.12785339355469,-10.0,293.7
88.31050109863281,-10.0,297.1
88.49314880371094,-10.0,293.2
88.67579650878906,-10.0,293.3
88.85844421386719,-10.0,294.1
89.04109954833984,-10.0,291.8
89.22374725341797,-10.0,290.1
89.4063949584961,-10.0,292.1
89.58904266357422,-10.0,291.5
89.77169036865234,-10.0,296.0
89.95433807373047,-10.0,290.6
90.1369857788086,-10.0,297.0
90.31963348388672,-10.0,292.4
90.50228118896484,-10.0,293.5
90.68492889404297,-10.0,297.8
90.8675765991211,-10.0,294.4
91.05023193359375,-10.0,294.1
91.23287963867188,-10.0,295.3
91.41552734375,-10.0,292.5
91.59817504882812,-10.0,297.5
91.78082275390625,-10.0,295.2
91.96347045898438,-10.0,294.8
92.1461181640625,-10.0,293.3
92.32876586914062,-10.0,294.8
92.51141357421875,-10.0,297.1
92.69406127929688,-10.0,294.2
92.876708984375,-10.0,297.7
93.05936431884766,-10.0,294.1
93.24201202392578,-10.0,291.0
93.4246597290039,-10.0,290.4
93.60730743408203,-10.0,291.6
93.78995513916016,-10.0,294.8
93.97260284423828,-10.0,293.0
94.1552505493164,-10.0,291.2
94.33789825439453,-10.0,291.9
94.52054595947266,-10.0,297.2
94.70319366455078,-10.0,290.9
94.8858413696289,-10.0,294.9
95.06849670410156,-10.0,295.5
95.25114440917969,-10.0,290.5
95.43379211425781,-10.0,296.9
95.61643981933594,-10.0,294.2
95.79908752441406,-10.0,291.7
95.98173522949219,-10.0,294.3
96.16438293457031,-10.0,293.1
96.34703063964844,-10.0,295.2
96.52967834472656,-10.0,293.7
96.71232604980469,-10.0,295.2
96.89497375488281,-10.0,293.6
97.07762908935547,-10.0,297.3
97.2602767944336,-10.0,297.7
97.44292449951172,-10.0,297.7
97.62557220458984,-10.0,297.4
97.80821990966797,-10.0,293.3
97.9908676147461,-10.0,297.7
98.17351531982422,-10.0,296.7
98.35616302490234,-10.0,295.2
98.53881072998047,-10.0,292.8
98.7214584350586,-10.0,297.6
98.90410614013672,-10.0,294.2
99.08676147460938,-10.0,292.2
99.2694091796875,-10.0,294.4
99.45205688476562,-10.0,297.9
99.63470458984375,-10.0,295.4
99.81735229492188,-10.0,291.4
100.0,-10.0,291.8
60.0,-9.776535987854004,294.6
60.182647705078125,-9.776535987854004,297.6
60.36529541015625,-9.776535987854004,296.9
60.54794692993164,-9.776535987854004,294.1
60.730594635009766,-9.776535987854004,293.1
60.91324234008789,-9.776535987854004,293.8
61.095890045166016,-9.776535987854004,294.8
61.27853775024414,-9.776535987854004,296.2
61.461185455322266,-9.776535987854004,294.3
61.643836975097656,-9.776535987854004,294.5
61.82648468017578,-9.776535987854004,293.7
62.009132385253906,-9.776535987854004,295.8
62.19178009033203,-9.776535987854004,297.7
62.374427795410156,-9.776535987854004,295.3
62.55707931518555,-9.776535987854004,294.6
62.73972702026367,-9.776535987854004,296.4
62.9223747253418,-9.776535987854004,292.0
63.10502243041992,-9.776535987854004,293.9
63.28767013549805,-9.776535987854004,297.2
63.47031784057617,-9.776535987854004,292.7
63.65296936035156,-9.776535987854004,290.0
63.83561706542969,-9.776535987854004,293.3
64.01826477050781,-9.776535987854004,291.2
64.20091247558594,-9.776535987854004,291.6
64.38356018066406,-9.776535987854004,293.7
64.56620788574219,-9.776535987854004,292.5
64.74885559082031,-9.776535987854004,296.4
64.93150329589844,-9.776535987854004,295.5
65.1141586303711,-9.776535987854004,290.0
65.29680633544922,-9.776535987854004,296.6
65.47945404052734,-9.776535987854004,290.2
65.66210174560547,-9.776535987854004,296.2
65.8447494506836,-9.776535987854004,294.5
66.02739715576172,-9.776535987854004,293.0
66.21004486083984,-9.776535987854004,295.8
66.39269256591797,-9.776535987854004,293.6
66.5753402709961,-9.776535987854004,297.2
66.75798797607422,-9.776535987854004,295.7
66.94063568115234,-9.776535987854004,290.4
67.123291015625,-9.776535987854004,294.9
67.30593872070312,-9.776535987854004,290.0
67.48858642578125,-9.776535987854004,293.9
67.67123413085938,-9.776535987854004,290.2
67.8538818359375,-9.776535987854004,295.9
68.03652954101562,-9.776535987854004,290.0
68.21917724609375,-9.776535987854004,290.0
68.40182495117188,-9.776535987854004,293.1
68.58447265625,-9.776535987854004,297.3
68.76712036132812,-9.776535987854004,295.3
68.94976806640625,-9.776535987854004,294.5
69.1324234008789,-9.776535987854004,297.5
69.31507110595703,-9.776535987854004,292.8
69.49771881103516,-9.776535987854004,297.0
69.68036651611328,-9.776535987854004,292.5
69.8630142211914,-9.776535987854004,297.5
70.04566192626953,-9.776535987854004,290.5
70.22830963134766,-9.776535987854004,293.6
70.41095733642578,-9.776535987854004,293.6
70.5936050415039,-9.776535987854004,290.3
70.77625274658203,-9.776535987854004,297.9
70.95890045166016,-9.776535987854004,293.4
71.14155578613281,-9.776535987854004,290.7
71.32420349121094,-9.776535987854004,292.4
71.50685119628906,-9.776535987854004,291.2
71.68949890136719,-9.776535987854004,293.8
71.87214660644531,-9.776535987854004,294.8
72.05479431152344,-9.776535987854004,297.8
72.23744201660156,-9.776535987854004,291.0
72.42008972167969,-9.776535987854004,293.6
72.60273742675781,-9.776535987854004,290.9
72.78538513183594,-9.776535987854004,296.9
72.96803283691406,-9.776535987854004,291.7
73.15068817138672,-9.776535987854004,296.4
73.33333587646484,-9.776535987854004,296.4
73.51598358154297,-9.776535987854004,293.8
73.6986312866211,-9.776535987854004,296.5
73.88127899169922,-9.776535987854004,297.8
74.06392669677734,-9.776535987854004,296.8
74.24657440185547,-9.776535987854004,293.3
74.4292221069336,-9.776535987854004,293.0
74.61186981201172,-9.776535987854004,295.7
74.79451751708984,-9.776535987854004,296.3
74.97716522216797,-9.776535987854004,296.2
75.15982055664062,-9.776535987854004,293.4
75.34246826171875,-9.776535987854004,293.0
75.52511596679688,-9.776535987854004,297.6
75.707763671875,-9.776535987854004,293.0
75.89041137695312,-9.776535987854004,294.3
76.07305908203125,-9.776535987854004,295.7
76.25570678710938,-9.776535987854004,297.1
76.4383544921875,-9.776535987854004,295.6
76.62100219726562,-9.776535987854004,297.1
76.80364990234375,-9.776535987854004,290.6
76.98629760742188,-9.776535987854004,292.0
77.16895294189453,-9.776535987854004,294.7
77.35160064697266,-9.776535987854004,294.0
77.53424835205078,-9.776535987854004,290.1
77.7168960571289,-9.776535987854004,296.9
77.89954376220703,-9.776535987854004,297.5
78.08219146728516,-9.776535987854004,293.1
78.26483917236328,-9.776535987854004,297.1
78.4474868774414,-9.776535987854004,294.2
78.63013458251953,-9.776535987854004,294.3
78.81278228759766,-9.776535987854004,296.2
78.99542999267578,-9.776535987854004,294.6
79.17808532714844,-9.776535987854004,292.2
79.36073303222656,-9.776535987854004,296.0
79.54338073730469,-9.776535987854004,297.2
79.72602844238281,-9.776535987854004,291.0
79.90867614746094,-9.776535987854004,296.7
80.09132385253906,-9.776535987854004,293.4
80.27397155761719,-9.776535987854004,291.7
80.45661926269531,-9.776535987854004,294.2
80.63926696777344,-9.776535987854004,292.3
80.82191467285156,-9.776535987854004,291.2
81.00457000732422,-9.776535987854004,292.5
81.18721771240234,-9.776535987854004,293.8
81.36986541748047,-9.776535987854004,296.1
81.5525131225586,-9.776535987854004,290.1
81.73516082763672,-9.776535987854004,296.4
81.91780853271484,-9.776535987854004,297.3
82.10045623779297,-9.776535987854004,291.9
82.2831039428711,-9.776535987854004,292.9
82.46575164794922,-9.776535987854004,297.3
82.64839935302734,-9.776535987854004,294.6
82.83104705810547,-9.776535987854004,290.5
83.01370239257812,-9.776535987854004,292.1
83.19635009765625,-9.776535987854004,292.5
83.37899780273438,-9.776535987854004,296.4
83.5616455078125,-9.776535987854004,296.1
83.74429321289062,-9.776535987854004,290.7
83.92694091796875,-9.776535987854004,296.3
84.10958862304688,-9.776535987854004,293.7
84.292236328125,-9.776535987854004,293.0
84.47488403320312,-9.776535987854004,293.6
84.65753173828125,-9.776535987854004,295.7
84.84017944335938,-9.776535987854004,291.0
85.02283477783203,-9.776535987854004,294.5
85.20548248291016,-9.776535987854004,295.8
85.38813018798828,-9.776535987854004,293.9
85.5707778930664,-9.776535987854004,291.9
85.75342559814453,-9.776535987854004,297.8
85.93607330322266,-9.776535987854004,293.3
86.11872100830078,-9.776535987854004,290.0
86.3013687133789,-9.776535987854004,295.4
86.48401641845703,-9.776535987854004,294.6
86.66666412353516,-9.776535987854004,295.7
86.84931182861328,-9.776535987854004,296.7
87.03196716308594,-9.776535987854004,297.0
87.21461486816406,-9.776535987854004,295.4
87.39726257324219,-9.776535987854004,293.8
87.57991027832031,-9.776535987854004,296.0
87.76255798339844,-9.776535987854004,296.9
87.94520568847656,-9.776535987854004,296.3
88.12785339355469,-9.776535987854004,291.5
88.31050109863281,-9.776535987854004,292.5
88.49314880371094,-9.776535987854004,294.4
88.67579650878906,-9.776535987854004,297.0
88.85844421386719,-9.776535987854004,295.7
89.04109954833984,-9.776535987854004,293.3
89.22374725341797,-9.776535987854004,296.1
89.4063949584961,-9.776535987854004,293.1
89.58904266357422,-9.776535987854004,291.1
89.77169036865234,-9.776535987854004,293.0
89.95433807373047,-9.776535987854004,293.8
90.1369857788086,-9.776535987854004,296.0
90.31963348388672,-9.776535987854004,292.6
90.50228118896484,-9.776535987854004,294.9
90.68492889404297,-9.776535987854004,290.5
90.8675765991211,-9.776535987854004,295.6
91.05023193359375,-9.776535987854004,292.3
91.23287963867188,-9.776535987854004,294.8
91.41552734375,-9.776535987854004,297.0
91.59817504882812,-9.776535987854004,294.9
91.78082275390625,-9.776535987854004,293.3
91.96347045898438,-9.776535987854004,290.9
92.1461181640625,-9.776535987854004,291.3
92.32876586914062,-9.776535987854004,292.8
92.51141357421875,-9.776535987854004,297.4
92.69406127929688,-9.776535987854004,296.0
92.876708984375,-9.776535987854004,291.6
93.05936431884766,-9.776535987854004,290.7
93.24201202392578,-9.776535987854004,291.7
93.4246597290039,-9.776535987854004,295.4
93.60730743408203,-9.776535987854004,295.6
93.78995513916016,-9.776535987854004,297.0
93.97260284423828,-9.776535987854004,292.0
94.1552505493164,-9.776535987854004,297.3
94.33789825439453,-9.776535987854004,291.5
94.52054595947266,-9.776535987854004,292.3
94.70319366455078,-9.776535987854004,294.8
94.8858413696289,-9.776535987854004,294.9
95.06849670410156,-9.776535987854004,297.8
95.25114440917969,-9.776535987854004,290.0
95.43379211425781,-9.776535987854004,291.8
95.61643981933594,-9.776535987854004,292.2
95.79908752441406,-9.776535987854004,291.7
95.98173522949219,-9.776535987854004,296.3
96.16438293457031,-9.776535987854004,295.9
96.34703063964844,-9.776535987854004,292.0
96.52967834472656,-9.776535987854004,295.6
96.71232604980469,-9.776535987854004,290.7
96.89497375488281,-9.776535987854004,296.4
97.07762908935547,-9.776535987854004,291.6
97.2602767944336,-9.776535987854004,293.2
97.44292449951172,-9.776535987854004,297.3
97.62557220458984,-9.776535987854004,295.3
97.80821990966797,-9.776535987854004,293.8
97.9908676147461,-9.776535987854004,291.9
98.17351531982422,-9.776535987854004,293.9
98.35616302490234,-9.776535987854004,296.2
98.53881072998047,-9.776535987854004,296.3
98.7214584350586,-9.776535987854004,297.5
98.90410614013672,-9.776535987854004,290.6
99.08676147460938,-9.776535987854004,296.1
99.2694091796875,-9.776535987854004,295.9
99.45205688476562,-9.776535987854004,292.7
99.63470458984375,-9.776535987854004,297.0
99.81735229492188,-9.776535987854004,291.3
100.0,-9.776535987854004,290.3
60.0,-9.553072929382324,290.6
60.182647705078125,-9.553072929382324,295.9
60.36529541015625,-9.553072929382324,294.1
60.54794692993164,-9.553072929382324,296.0
60.730594635009766,-9.553072929382324,294.2
60.91324234008789,-9.553072929382324,295.6
61.095890045166016,-9.553072929382324,292.9
61.27853775024414,-9.553072929382324,296.0
61.461185455322266,-9.553072929382324,293.3
61.643836975097656,-9.553072929382324,296.2
61.82648468017578,-9.553072929382324,297.2
62.009132385253906,-9.553072929382324,296.8
62.19178009033203,-9.553072929382324,292.9
62.374427795410156,-9.553072929382324,290.5
62.55707931518555,-9.553072929382324,291.4
62.73972702026367,-9.553072929382324,295.4
62.9223747253418,-9.553072929382324,293.3
63.10502243041992,-9.553072929382324,295.4
63.28767013549805,-9.553072929382324,296.2
63.47031784057617,-9.553072929382324,297.8
63.65296936035156,-9.553072929382324,297.1
63.83561706542969,-9.553072929382324,295.5
64.01826477050781,-9.553072929382324,294.2
64.20091247558594,-9.553072929382324,297.0
64.38356018066406,-9.553072929382324,295.2
64.56620788574219,-9.553072929382324,292.5
64.74885559082031,-9.553072929382324,296.4
64.93150329589844,-9.553072929382324,293.8
65.1141586303711,-9.553072929382324,297.9
65.29680633544922,-9.553072929382324,296.7
65.47945404052734,-9.553072929382324,296.9
65.66210174560547,-9.553072929382324,293.0
65.8447494506836,-9.553072929382324,294.2
66.02739715576172,-9.553072929382324,294.5
66.21004486083984,-9.553072929382324,297.9
66.39269256591797,-9.553072929382324,291.1
66.5753402709961,-9.553072929382324,297.6
66.75798797607422,-9.553072929382324,295.5
66.94063568115234,-9.553072929382324,291.3
67.123291015625,-9.553072929382324,290.9
67.30593872070312,-9.553072929382324,293.6
67.48858642578125,-9.553072929382324,294.2
67.67123413085938,-9.553072929382324,294.9
67.8538818359375,-9.553072929382324,292.8
68.03652954101562,-9.553072929382324,292.5
68.21917724609375,-9.553072929382324,292.3
68.40182495117188,-9.553072929382324,293.0
68.58447265625,-9.553072929382324,296.4
68.76712036132812,-9.553072929382324,297.3
68.94976806640625,-9.553072929382324,297.4
69.1324234008789,-9.553072929382324,296.3
69.31507110595703,-9.553072929382324,293.6
69.49771881103516,-9.553072929382324,292.1
69.68036651611328,-9.553072929382324,291.7
69.8630142211914,-9.553072929382324,296.6
70.04566192626953,-9.553072929382324,294.0
70.22830963134766,-9.553072929382324,291.1
70.41095733642578,-9.553072929382324,296.7
70.5936050415039,-9.553072929382324,293.7
70.77625274658203,-9.553072929382324,295.4
70.95890045166016,-9.553072929382324,290.4
71.14155578613281,-9.553072929382324,293.9
71.32420349121094,-9.553072929382324,293.1
71.50685119628906,-9.553072929382324,294.4
71.68949890136719,-9.553072929382324,290.3
71.87214660644531,-9.553072929382324,295.5
72.05479431152344,-9.553072929382324,293.0
72.23744201660156,-9.553072929382324,291.3
72.42008972167969,-9.553072929382324,296.2
72.60273742675781,-9.553072929382324,291.3
72.78538513183594,-9.553072929382324,291.6
72.96803283691406,-9.553072929382324,292.1
73.15068817138672,-9.553072929382324,292.4
73.33333587646484,-9.553072929382324,292.7
73.51598358154297,-9.553072929382324,297.8
73.6986312866211,-9.553072929382324,290.1
73.88127899169922,-9.553072929382324,293.5
74.06392669677734,-9.553072929382324,294.5
74.24657440185547,-9.553072929382324,294.8
74.4292221069336,-9.553072929382324,293.5
74.61186981201172,-9.553072929382324,296.8
74.79451751708984,-9.553072929382324,293.8
74.97716522216797,-9.553072929382324,293.3
75.15982055664062,-9.553072929382324,295.9
75.34246826171875,-9.553072929382324,297.2
75.52511596679688,-9.553072929382324,297.9
75.707763671875,-9.553072929382324,295.1
75.89041137695312,-9.553072929382324,297.0
76.07305908203125,-9.553072929382324,294.7
76.25570678710938,-9.553072929382324,293.8
76.4383544921875,-9.553072929382324,291.3
76.62100219726562,-9.553072929382324,293.7
76.80364990234375,-9.553072929382324,290.6
76.98629760742188,-9.553072929382324,291.5
77.16895294189453,-9.553072929382324,297.7
77.35160064697266,-9.553072929382324,293.4
77.53424835205078,-9.553072929382324,291.9
77.7168960571289,-9.553072929382324,296.2
77.89954376220703,-9.553072929382324,295.3
78.08219146728516,-9.553072929382324,297.0
78.26483917236328,-9.553072929382324,291.3
78.4474868774414,-9.553072929382324,292.2
78.63013458251953,-9.553072929382324,297.2
78.81278228759766,-9.553072929382324,293.3
78.99542999267578,-9.553072929382324,294.8
79.17808532714844,-9.553072929382324,292.8
79.36073303222656,-9.553072929382324,294.3
79.54338073730469,-9.553072929382324,294.9
79.72602844238281,-9.553072929382324,292.9
79.90867614746094,-9.553072929382324,290.9
80.09132385253906,-9.553072929382324,291.4
80.27397155761719,-9.553072929382324,292.0
80.45661926269531,-9.553072929382324,294.6
80.63926696777344,-9.553072929382324,296.3
80.82191467285156,-9.553072929382324,293.0
81.00457000732422,-9.553072929382324,292.0
81.18721771240234,-9.553072929382324,290.2
81.36986541748047,-9.553072929382324,292.8
81.5525131225586,-9.553072929382324,291.7
81.73516082763672,-9.553072929382324,297.7
81.91780853271484,-9.553072929382324,293.1
82.10045623779297,-9.553072929382324,296.4
82.2831039428711,-9.553072929382324,290.6
82.46575164794922,-9.553072929382324,290.1
82.64839935302734,-9.553072929382324,294.9
82.83104705810547,-9.553072929382324,295.6
83.01370239257812,-9.553072929382324,292.8
83.19635009765625,-9.553072929382324,293.5
83.37899780273438,-9.553072929382324,295.8
83.5616455078125,-9.553072929382324,296.1
83.74429321289062,-9.553072929382324,296.3
83.92694091796875,-9.553072929382324,290.7
84.10958862304688,-9.553072929382324,290.0
84.292236328125,-9.553072929382324,297.2
84.47488403320312,-9.553072929382324,296.3
84.65753173828125,-9.553072929382324,295.2
84.84017944335938,-9.553072929382324,297.7
85.02283477783203,-9.553072929382324,294.2
85.20548248291016,-9.553072929382324,296.5
85.38813018798828,-9.553072929382324,297.2
85.5707778930664,-9.553072929382324,295.9
85.75342559814453,-9.553072929382324,293.3
85.93607330322266,-9.553072929382324,295.6
86.11872100830078,-9.553072929382324,292.7
86.3013687133789,-9.553072929382324,295.5
86.48401641845703,-9.553072929382324,293.8
86.66666412353516,-9.553072929382324,295.3
86.84931182861328,-9.553072929382324,293.0
87.03196716308594,-9.553072929382324,294.4
87.21461486816406,-9.553072929382324,291.3
87.39726257324219,-9.553072929382324,291.1
87.57991027832031,-9.553072929382324,296.8
87.76255798339844,-9.553072929382324,293.6
87.94520568847656,-9.553072929382324,290.4
88.12785339355469,-9.553072929382324,290.6
88.31050109863281,-9.553072929382324,290.9
88.49314880371094,-9.553072929382324,295.1
88.67579650878906,-9.553072929382324,290.6
88.85844421386719,-9.553072929382324,293.2
89.04109954833984,-9.553072929382324,297.1
89.22374725341797,-9.553072929382324,290.6
89.4063949584961,-9.553072929382324,293.2
89.58904266357422,-9.553072929382324,290.6
89.77169036865234,-9.553072929382324,295.7
89.95433807373047,-9.553072929382324,294.5
90.1369857788086,-9.553072929382324,295.0
90.31963348388672,-9.553072929382324,292.9
90.50228118896484,-9.553072929382324,297.4
90.68492889404297,-9.553072929382324,297.4
90.8675765991211,-9.553072929382324,294.5
91.05023193359375,-9.553072929382324,295.8
91.23287963867188,-9.553072929382324,290.9
91.41552734375,-9.553072929382324,290.0
91.59817504882812,-9.553072929382324,295.1
91.78082275390625,-9.553072929382324,292.5
91.96347045898438,-9.553072929382324,296.2
92.1461181640625,-9.553072929382324,296.6
92.32876586914062,-9.553072929382324,297.4
92.51141357421875,-9.553072929382324,292.7
92.69406127929688,-9.553072929382324,294.1
92.876708984375,-9.553072929382324,292.3
93.05936431884766,-9.553072929382324,297.4
93.24201202392578,-9.553072929382324,295.5
93.4246597290039,-9.553072929382324,295.4
93.60730743408203,-9.553072929382324,296.0
93.78995513916016,-9.553072929382324,291.7
93.97260284423828,-9.553072929382324,294.6
94.1552505493164,-9.553072929382324,297.8
94.33789825439453,-9.553072929382324,294.6
94.52054595947266,-9.553072929382324,293.1
94.70319366455078,-9.553072929382324,290.6
94.8858413696289,-9.553072929382324,295.9
95.06849670410156,-9.553072929382324,292.3
95.25114440917969,-9.553072929382324,295.7
95.43379211425781,-9.553072929382324,291.9
95.61643981933594,-9.553072929382324,294.5
95.79908752441406,-9.553072929382324,293.7
95.98173522949219,-9.553072929382324,297.0
96.16438293457031,-9.553072929382324,295.3
96.34703063964844,-9.553072929382324,291.5
96.52967834472656,-9.553072929382324,295.4
96.71232604980469,-9.553072929382324,290.2
96.89497375488281,-9.553072929382324,290.2
97.07762908935547,-9.553072929382324,293.9
97.2602767944336,-9.553072929382324,294.1
97.44292449951172,-9.553072929382324,294.3
97.62557220458984,-9.553072929382324,295.1
97.80821990966797,-9.553072929382324,293.6
97.9908676147461,-9.553072929382324,292.5
98.17351531982422,-9.553072929382324,290.3
98.35616302490234,-9.553072929382324,294.5
98.53881072998047,-9.553072929382324,296.6
98.7214584350586,-9.553072929382324,295.5
98.90410614013672,-9.553072929382324,293.6
99.08676147460938,-9.553072929382324,295.8
99.2694091796875,-9.553072929382324,291.6
99.45205688476562,-9.553072929382324,292.6
99.63470458984375,-9.553072929382324,297.3
99.81735229492188,-9.553072929382324,292.7
100.0,-9.553072929382324,290.7
60.0,-9.329608917236328,294.3
60.182647705078125,-9.329608917236328,292.8
60.36529541015625,-9.329608917236328,294.7
60.54794692993164,-9.329608917236328,293.6
60.730594635009766,-9.329608917236328,292.9
60.91324234008789,-9.329608917236328,290.6
61.095890045166016,-9.329608917236328,290.3
61.27853775024414,-9.329608917236328,294.5
61.461185455322266,-9.329608917236328,291.6
61.643836975097656,-9.329608917236328,296.0
61.82648468017578,-9.329608917236328,291.9
62.009132385253906,-9.329608917236328,297.5
62.19178009033203,-9.329608917236328,292.0
62.374427795410156,-9.329608917236328,297.2
62.55707931518555,-9.329608917236328,297.0
62.73972702026367,-9.329608917236328,292.7
62.9223747253418,-9.329608917236328,290.0
63.10502243041992,-9.329608917236328,295.1
63.28767013549805,-9.329608917236328,296.7
63.47031784057617,-9.329608917236328,290.6
63.65296936035156,-9.329608917236328,291.8
63.83561706542969,-9.329608917236328,296.4
64.01826477050781,-9.329608917236328,290.9
64.20091247558594,-9.329608917236328,293.7
64.38356018066406,-9.329608917236328,290.6
64.56620788574219,-9.329608917236328,296.6
64.74885559082031,-9.329608917236328,291.7
64.93150329589844,-9.329608917236328,295.5
65.1141586303711,-9.329608917236328,296.0
65.29680633544922,-9.329608917236328,293.5
65.47945404052734,-9.329608917236328,292.7
65.66210174560547,-9.329608917236328,295.9
65.8447494506836,-9.329608917236328,296.8
66.02739715576172,-9.329608917236328,297.6
66.21004486083984,-9.329608917236328,296.2
66.39269256591797,-9.329608917236328,296.9
66.5753402709961,-9.329608917236328,296.0
66.75798797607422,-9.329608917236328,295.5
66.94063568115234,-9.329608917236328,292.6
67.123291015625,-9.329608917236328,296.6
67.30593872070312,-9.329608917236328,294.3
67.48858642578125,-9.329608917236328,296.1
67.67123413085938,-9.329608917236328,296.8
67.8538818359375,-9.329608917236328,290.7
68.03652954101562,-9.329608917236328,292.5
68.21917724609375,-9.329608917236328,297.7
68.40182495117188,-9.329608917236328,294.1
68.58447265625,-9.329608917236328,294.0
68.76712036132812,-9.329608917236328,293.5
68.94976806640625,-9.329608917236328,294.3
